workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,Index,Construction,Context,Question,Response,Adj,Tense
95,3EF8EXOTT20TORV344NILFQ4JBQ1JN,1,31,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
105,392CY0QWG2WELF8G94LK7CI7IGB4IR,8,29,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
214,34S6N1K2ZWOANS4H9E2GTHJ34PRHL4,7,40,"""English""","""Yes""","""Some+of+the+questions+were+a+little+confusing+because+the+person+was+certain+about+not+having+done+something+and+the+question+was+asking+if+they+were+certain+about+having+done+that+thing%2C+so+I+answered+no+on+those.++But+they+weren't+uncertain%2C+so+I+could+see+someone+answering+them+differently.""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
185,3Y5140Z9DYL0A8UZ7OD8AAT29C7PI3,1,69,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
229,3SB4CE2TJW0QDZDSHRVCNPRMY3AXAU,4,25,"""ENGLISH""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
4,3VELCLL3GLODJP97LEWX6HYCQ491FK,2,43,"""English""","""Yes""","""The+phrasing+of+the+questions+was+confusing.++As+in+was+the+person+sure+he+did+something+or+was+it+meant+that+they+were+sure+they+didn't+do+something""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
159,3A4TN5196LNHKOABW19HQYTGAGEHCP,2,55,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
124,3FDJT1UU75DNNT24NCP6PK3YAGVK5N,6,33,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
137,3IUZPWIU1PCH0CHOJDCFFKGBUDYWKF,6,21,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
122,3BQU611VFQPM7KLPM5BYBRUKLI2999,4,33,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
203,3ZWFC4W1UVC1CU8OJ8BCC8GPU22RF5,3,23,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
217,3Z2R0DQ0JIJS2WR797C5TINH6982EK,6,50,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
27,3TPZPLC3M1HLK5CGML6L64RDQU9P32,1,38,"""English""","""Yes""","""no+comments""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
57,39N5ACM9HFS7Z71W3U7VXHUZQMJP9J,5,36,"""English""","""Yes""","""It+was+very+interesting+to+read+the+questions+and+really+tell+if+the+person+was+certain.""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
215,3WMINLGALC82A12XQVZP9C6CXLNAC6,2,48,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
175,3U5NZHP4LS70EDJF16VNAYSN9ZSPHA,4,29,"""English""","""Yes""","""This+was+a+little+difficult.""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
118,3QIYRE09Y4MP7HMOJ2FAEM7LSVV1NR,2,61,"""English""","""Yes""","""Interesting+survey""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
82,3IQ1VMJRYUP0C3VUEBPY7M54R0K9AO,6,32,"""english""","""Yes""","""Thank+You""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
109,3QJOXOW4XKWI90V0JPVP8R1FCEPEMN,6,25,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
43,3K3R2QNK8C8KRC9SKG6P7NHYY3BU9K,8,42,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
60,3EQHHY4HQTXIL76LXL4RRSB53ZE5G5,2,25,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
251,3YWRV122CT4KD7QIFO0B7RMNEXTU8V,2,54,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
17,3WAKVUDHUXLGDTLZ5J85TRQS3DO7UM,3,26,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
71,34HJIJKLP61J7LSG8BK3M181QI7V4F,6,51,"""English""","""Yes""","""I+read+this+very+slowly%2C+because+(as+you+know)+the+way+the+questions+were+framed+was+confusing.++Hope+I+helped!++Good+luck+with++your+work.+""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
12,3VNXK88KKDNK4RYSP6GU39JHCAL9VP,2,30,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
51,3K772S5NP9GWHMUPSSFCGMTJVSQHEH,8,29,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
166,3V5Q80FXIYWPSYBAKNV9ARJKFKI23T,1,21,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
174,3KMS4QQVK3VFPQVTTO2FBWUBZA9KF6,3,29,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
198,3G2UL9A02EJVBIVY91A2DLCC0R676K,3,32,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
218,3R2PKQ87NXDUP5XMF8LGT6Z747VMI3,4,48,"""English""","""Yes""","""The+phrasing+of+the+questions+was+confusing.+I+don't+know+if+that+was+by+design.+""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
102,3WJEQKOXA97INYSZAYA5SGNLTOWA1G,2,25,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
145,3ZWFC4W1UVC1CU8OJ8BCC8GPU23FRU,1,35,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
249,3018Q3ZVOJV6G3RG8SPKY75YXMPRAS,8,37,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
14,3UNH76FOCTAGF5CRJQ7JFUTVUQVMYB,3,26,"""English""","""Yes""","""The+way+they+were+worded%2C+along+with+the+sentence+above%2C+made+some+of+the+questions+pretty+confusing.""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
173,3MHW492WW1IZBBHMEFKZ8VP1C9UVMC,8,22,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
74,39GHHAVOMGWAGQSMRM6KJDX7VV04J3,5,26,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
83,3PQMUDRV7SB8TM7VUTNO1DSQNYEIIM,5,40,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
135,3907X2AHF1AWZNGXILSGNUMLKGC2P7,1,35,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
112,3A1PQ49WVIMXXL0DG4KX92AP6JM1HI,8,26,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
244,3IJXV6UZ1YOLMLAEKGHXF5THAUURIW,2,54,"""english""","""Yes""","""no+issues""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
239,33PPO7FECWKRLBR92FMDAGCDVT6IDK,2,24,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
195,3EJPLAJKENLEVS14SW2L455BAKMZ67,7,27,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
154,3PIWWX1FJKB0J8B7UTTOPFMQDSTJJC,6,33,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
233,3X08E93BHWNC7IHTQR5A77CG5GP66N,8,23,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
227,3NGI5ARFTUAPA2Y1ZHS2IBCGSAZP1E,4,31,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
236,3GDTJDAPVVG10ZL96M9PGH5T1BU8ML,3,24,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
108,37UEWGM5HUDAMFEGC9WRN6CVTSO1RJ,2,61,"""English""","""Yes""","""Thank+you""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
178,3HMVI3QICKXJJGQ2Q4OLV25SWF31YL,5,38,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
136,3JZQSN0I3RFAN4ZA3XH0D42ISTVGF2,6,34,"""english""","""Yes""","""have+a+great+day!""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
142,3QRYMNZ7FZMQG1YXLLZKKSQGKEPTNV,7,37,"""english""","""Yes""","""thank+you!""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
63,3K4J6M3CXFYFRDI2SHV8Z3RRVDIGAP,2,28,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 5 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,5,happy,Past
132,3VAR3R6G1Q6P026LJ2O28LUYWB98O0,8,36,"""English+""","""Yes""","""Interesting!""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
231,337RC3OW067F5TZ1E3JK8IACC45LV1,4,42,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
147,3TUI152ZZCSAAEZGZU7RIG2QX6M1QI,7,43,"""English""","""Yes""","""none+thank+you""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
253,3Z7ISHFUH101Z6KSLBZJOJ12GFCZ8T,6,39,"""english""","""Yes""","""no+comments""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
77,3C44YUNSI2UJ2XEDFACXJDDPH72PD4,4,29,"""English""","""Yes""","""Some+of+the+phrases+were+a+bit+difficult+to+read.+I+found+myself+correcting+the+grammar+as+I+read%2C+so+I+had+to+make+a+concerted+effort+to+stop.+Thank+you.""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
111,3SKEMFQBZ4A6ABL6LAW914DPC6Z8KG,7,33,"""English""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 7 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,7,happy,Past
68,3907X2AHF1AWZNGXILSGNUMLKGDP2V,2,26,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 6 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,6,happy,Past
182,3VA45EW49OS7P2M0KHFNTB7QI541OA,1,28,"""english""","""Yes""","""""",Trial3,filler filler3Yes was_happy Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line. Is_David_certain_that_Tess_crossed_the_finish_line? 5 happy Past,3,filler,filler3Yes,was_happy,Tess_participated_in_a_marathon._She_was_happy_to_cross_the_finish_line.,Is_David_certain_that_Tess_crossed_the_finish_line?,5,happy,Past
