workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough,AdjPure
2,3MB8LZR5BFU91FHPHHQA9SXC3HYLKI,4,21,"Spanish+and+English","Yes",Trial2,5 20-brave-CxC-noE CxC Greg_was_asked_to_speak_up_against_the_crime_boss. He_agreed_to_do_it. 3 brave He_refused_to_speak_up. to_agree_to_do_it noE,2,5,20-brave-CxC-noE,CxC,Greg_was_asked_to_speak_up_against_the_crime_boss.,He_agreed_to_do_it.,3,brave,He_refused_to_speak_up.,to_agree_to_do_it,noE,brave
111,3XC1O3LBOSN84Y7CBQ42AJK8MUPTLW,10,31,"English","Yes",Trial2,11 22-brave-CxC-E CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 6 brave_enough He_curled_up_on_the_ground. to_take_them_on E,2,11,22-brave-CxC-E,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,6,brave_enough,He_curled_up_on_the_ground.,to_take_them_on,E,brave
10,320DUZ38G7NY43X6O5TIVLSRSBCGJ8,4,29,"English","Yes",Trial2,5 43-polite-CnC-E CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 6 polite_enough He_came_empty-handed. to_bring_a_gift E,2,5,43-polite-CnC-E,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,6,polite_enough,He_came_empty-handed.,to_bring_a_gift,E,polite
71,3BWI6RSP7GA70U0DH1EXSS26O0XE7I,10,28,"English","Yes",Trial2,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,2,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na,proud
119,32Q90QCQ1SMVV97X0V36WX7SUKYEKP,1,29,"english","Yes",Trial2,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,2,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
104,3D4CH1LGEAU9YRKX2T256REOW619G7,6,24,"english","Yes",Trial2,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,2,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
87,3JJVG1YBEBYU6NAAJHXAT0IPUXPB50,6,25,"English","Yes",Trial2,7 28-lucky-CnC-noE CnC Eve_bought_a_raffle_ticket._ She_won_the_first_prize. 1 lucky She_won_a_consolation_prize. to_win_the_first_prize noE,2,7,28-lucky-CnC-noE,CnC,Eve_bought_a_raffle_ticket._,She_won_the_first_prize.,1,lucky,She_won_a_consolation_prize.,to_win_the_first_prize,noE,lucky
35,39GAF6DQWR1ARJ7XNBMYRMZFL911VF,1,23,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
13,3KOPY89HM83XARLITQMYCR3IO683JO,1,30,"english","Yes",Trial2,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,2,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
93,38BQUHLA9W1CXOKPFLJIGMTANRYOM7,8,38,"english","Yes",Trial2,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,2,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
73,3ND9UOO81K30WFB66V9DX3R7QO7WLP,11,43,"Korean%2C+English","Yes",Trial2,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,2,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
28,3TS1AR6UQQFZ6809CCY3AAN601DF72,3,52,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
67,3DYGAII7PL9L33UIME3EMVI57XSPQD,11,43,"English","Yes",Trial2,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,2,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
115,3O7L7BFSHEQ4PEH90SIUJHSF2G9EIE,8,34,"English","Yes",Trial2,9 39-foolish-CxC-E CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 4 foolish_enough She_made_sure_she_was_safe. to_take_her_top_off E,2,9,39-foolish-CxC-E,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,4,foolish_enough,She_made_sure_she_was_safe.,to_take_her_top_off,E,foolish
128,3OVHNO1VE62LSYSJ41VWDUDKYH9ZD2,6,37,"english","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 2 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,2,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
48,3U088ZLJVKUNZJMKH2NUZJZJNQWW0G,1,34,"english","Yes",Trial2,2 15-fortunate-CxC-E CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 7 fortunate_enough She_was_wearing_high_heels. to_be_wearing_flip-flops E,2,2,15-fortunate-CxC-E,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,7,fortunate_enough,She_was_wearing_high_heels.,to_be_wearing_flip-flops,E,fortunate
76,3UJ1CZ6IZHQTN9RCU3J5JPSPYLB5SV,6,58,"English","Yes",Trial2,7 5-smart-CnC-E CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 7 smart_enough She_kept_using_the_same_passwords. to_change_her_passwords_immediately E,2,7,5-smart-CnC-E,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,7,smart_enough,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,E,smart
79,3QFUFYSY9YG2NLIQAE0W7Y3W9ZNF4I,7,32,"English","Yes",Trial2,8 37-foolish-CnC-E CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 5 foolish_enough She_tried_to_deal_with_her_health_problems. to_ignore_her_health_problems E,2,8,37-foolish-CnC-E,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,5,foolish_enough,She_tried_to_deal_with_her_health_problems.,to_ignore_her_health_problems,E,foolish
81,3NS0A6KXC49O4I2A6RW4JFGHB9PZGC,10,41,"English+","Yes",Trial2,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,2,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na,failed
57,3634BBTX0OVWVSH5V3201ZDFEHOFIX,8,31,"English","Yes",Trial2,9 4-smart-CnC-noE CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 7 smart She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times noE,2,9,4-smart-CnC-noE,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,7,smart,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,noE,smart
60,32SVAV9L3FAM9YIEZK9LJS0ZYJEA3F,11,23,"English","Yes",Trial2,12 31-wise-CxC-noE CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 6 wise He_didn't_ask_the_sales_person_any_questions. to_ask_about_the_return_policy noE,2,12,31-wise-CxC-noE,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,6,wise,He_didn't_ask_the_sales_person_any_questions.,to_ask_about_the_return_policy,noE,wise
133,33JKGHPFYCVUF3KDE6J51XT5XHUNMS,5,45,"english","Yes",Trial2,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,2,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
132,3F6HPJW4JD1UVTPYWPR8I7SYKOHW21,6,65,"English","Yes",Trial2,7 43-polite-CnC-noE CnC Chad_was_visiting_his_grandmother. He_brought_a_gift. 3 polite He_came_empty-handed. to_bring_a_gift noE,2,7,43-polite-CnC-noE,CnC,Chad_was_visiting_his_grandmother.,He_brought_a_gift.,3,polite,He_came_empty-handed.,to_bring_a_gift,noE,polite
32,3M68NM076H8D5YRDKXT5LL1T8E56RQ,2,33,"english","Yes",Trial2,3 37-foolish-CxC-noE CxC Kate_was_completely_broke. She_went_shopping. 6 foolish She_stayed_home. to_go_shopping noE,2,3,37-foolish-CxC-noE,CxC,Kate_was_completely_broke.,She_went_shopping.,6,foolish,She_stayed_home.,to_go_shopping,noE,foolish
89,3RSDURM96ANQFEWE4A4X55M3SZ7YE4,9,33,"English","Yes",Trial2,10 1-smart-CxC-noE CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 1 smart She_didn't_change_the_volume. to_turn_up_the_volume noE,2,10,1-smart-CxC-noE,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,1,smart,She_didn't_change_the_volume.,to_turn_up_the_volume,noE,smart
105,3EWIJTFFVO8TIJ0TW2TODDSJGMS0E5,11,54,"English","Yes",Trial2,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,2,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
45,379J5II41OH6FFPFLVF7BXK7JK3LEZ,7,30,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
58,3M0NZ3JDP1ZQOLDQPVDDFIPSL0CZ5V,8,31,"English","Yes",Trial2,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,2,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"English","Yes",Trial2,9 19-brave-CnC-E CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 5 brave_enough He_watched_from_the_river_bank. to_jump_into_the_river E,2,9,19-brave-CnC-E,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,5,brave_enough,He_watched_from_the_river_bank.,to_jump_into_the_river,E,brave
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"English","Yes",Trial2,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,2,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"English","Yes",Trial2,9 39-foolish-CxC-E CxC Kate_was_drunk_at_a_bar. She_took_her_top_off. 4 foolish_enough She_made_sure_she_was_safe. to_take_her_top_off E,2,9,39-foolish-CxC-E,CxC,Kate_was_drunk_at_a_bar.,She_took_her_top_off.,4,foolish_enough,She_made_sure_she_was_safe.,to_take_her_top_off,E,foolish
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"English","Yes",Trial2,11 31-wise-CnC-noE CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 7 wise He_waited_a_week_to_cancel_the_cards. to_cancel_the_credit_cards_immediately noE,2,11,31-wise-CnC-noE,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,7,wise,He_waited_a_week_to_cancel_the_cards.,to_cancel_the_credit_cards_immediately,noE,wise
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"English","Yes",Trial2,1 3-smart-CxC-noE CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 1 smart She_dropped_out_of_school. to_go_to_school noE,2,1,3-smart-CxC-noE,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,1,smart,She_dropped_out_of_school.,to_go_to_school,noE,smart
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"English","Yes",Trial2,8 56-mean-CxC-noE CxC Jack_didn't_like_the_movie_his_wife_was_watching. He_turned_off_the_movie. 6 mean He_still_watched_it_with_her. to_turn_off_the_movie noE,2,8,56-mean-CxC-noE,CxC,Jack_didn't_like_the_movie_his_wife_was_watching.,He_turned_off_the_movie.,6,mean,He_still_watched_it_with_her.,to_turn_off_the_movie,noE,mean
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"English","Yes",Trial2,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,2,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na,manage
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"English","Yes",Trial2,4 22-brave-CnC-noE CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 5 brave He_walked_away. to_stand_up_to_the_man noE,2,4,22-brave-CnC-noE,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,5,brave,He_walked_away.,to_stand_up_to_the_man,noE,brave
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"English","Yes",Trial2,12 51-rude-CxC-noE CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 3 rude She_was_using_a_fork. to_use_her_fingers noE,2,12,51-rude-CxC-noE,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,3,rude,She_was_using_a_fork.,to_use_her_fingers,noE,rude
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"english","Yes",Trial2,9 4-smart-CnC-noE CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 2 smart She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times noE,2,9,4-smart-CnC-noE,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,2,smart,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,noE,smart
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"English","Yes",Trial2,1 19-brave-CnC-noE CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 2 brave He_watched_from_the_river_bank. to_jump_into_the_river noE,2,1,19-brave-CnC-noE,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,2,brave,He_watched_from_the_river_bank.,to_jump_into_the_river,noE,brave
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"English","Yes",Trial2,3 50-rude-CxC-E CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 1 rude_enough She_apologized_for_her_mistake. to_ignore_him E,2,3,50-rude-CxC-E,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,1,rude_enough,She_apologized_for_her_mistake.,to_ignore_him,E,rude
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"English","Yes",Trial2,5 4-smart-CnC-E CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 4 smart_enough She_left_the_baby_unattended. to_keep_an_eye_on_the_baby_at_all_times E,2,5,4-smart-CnC-E,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,4,smart_enough,She_left_the_baby_unattended.,to_keep_an_eye_on_the_baby_at_all_times,E,smart
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"English","Yes",Trial2,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,2,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"English","Yes",Trial2,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,2,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"English","Yes",Trial2,3 50-rude-CxC-E CxC Ann_got_reprimanded_by_her_boss. She_ignored_him. 6 rude_enough She_apologized_for_her_mistake. to_ignore_him E,2,3,50-rude-CxC-E,CxC,Ann_got_reprimanded_by_her_boss.,She_ignored_him.,6,rude_enough,She_apologized_for_her_mistake.,to_ignore_him,E,rude
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"English","Yes",Trial2,10 58-mean-CxC-noE CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 1 mean He_let_her_sleep_as_long_as_she_wanted. to_wake_her_up_at_5am noE,2,10,58-mean-CxC-noE,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,1,mean,He_let_her_sleep_as_long_as_she_wanted.,to_wake_her_up_at_5am,noE,mean
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"English","Yes",Trial2,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,2,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"English","Yes",Trial2,4 33-wise-CnC-E CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 4 wise_enough He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before E,2,4,33-wise-CnC-E,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,4,wise_enough,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,E,wise
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"English","Yes",Trial2,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,2,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"english","Yes",Trial2,1 8-stupid-CnC-noE CnC Zack_left_the_bar_drunk. He_drove_home. 6 stupid He_called_a_taxi. to_drive_home noE,2,1,8-stupid-CnC-noE,CnC,Zack_left_the_bar_drunk.,He_drove_home.,6,stupid,He_called_a_taxi.,to_drive_home,noE,stupid
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"English","Yes",Trial2,4 22-brave-CnC-noE CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 5 brave He_walked_away. to_stand_up_to_the_man noE,2,4,22-brave-CnC-noE,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,5,brave,He_walked_away.,to_stand_up_to_the_man,noE,brave
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"English","Yes",Trial2,5 10-stupid-CxC-E CxC Zack_saw_two_wasps_in_his_drink. He_took_a_sip. 6 stupid_enough He_threw_away_his_drink. to_take_a_sip E,2,5,10-stupid-CxC-E,CxC,Zack_saw_two_wasps_in_his_drink.,He_took_a_sip.,6,stupid_enough,He_threw_away_his_drink.,to_take_a_sip,E,stupid
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"english","Yes",Trial2,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,2,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na,forgot
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"english","Yes",Trial2,1 42-foolish-CnC-E CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 6 foolish_enough She_wore_sneakers. to_wear_high_heels E,2,1,42-foolish-CnC-E,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,6,foolish_enough,She_wore_sneakers.,to_wear_high_heels,E,foolish
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"English","Yes",Trial2,10 9-stupid-CnC-noE CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 1 stupid He_broke_up_with_her. to_marry_her noE,2,10,9-stupid-CnC-noE,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,1,stupid,He_broke_up_with_her.,to_marry_her,noE,stupid
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"English","Yes",Trial2,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 2 sad She_shared_an_apartment_with_some_friends. to_live_alone na,2,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,2,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na,sad
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"English","Yes",Trial2,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,2,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"English","Yes",Trial2,6 41-foolish-CnC-noE CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 6 foolish She_listened_to_him. to_ignore_him noE,2,6,41-foolish-CnC-noE,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,6,foolish,She_listened_to_him.,to_ignore_him,noE,foolish
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"English","Yes",Trial2,4 9-stupid-CnC-E CnC Zack_discovered_that_his_girlfriend_was_cheating. He_married_her. 7 stupid_enough He_broke_up_with_her. to_marry_her E,2,4,9-stupid-CnC-E,CnC,Zack_discovered_that_his_girlfriend_was_cheating.,He_married_her.,7,stupid_enough,He_broke_up_with_her.,to_marry_her,E,stupid
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"English","Yes",Trial2,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,2,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na,happy
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"English","Yes",Trial2,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,2,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na,glad
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"English","Yes",Trial2,5 37-foolish-CnC-noE CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 6 foolish She_tried_to_deal_with_her_health_problems. to_ignore_her_health_problems noE,2,5,37-foolish-CnC-noE,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,6,foolish,She_tried_to_deal_with_her_health_problems.,to_ignore_her_health_problems,noE,foolish
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"English","Yes",Trial2,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,2,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na,ecstatic
