workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Condition2
103,3L4PIM1GQTHFOI1JQGOX4CLM7LPRYW,23,33,"english","Yes",Trial14,24 45-polite-CnC CnC Chad_was_accidentally_tripped_by_a_little_girl. He_gave_her_a_friendly_smile. 3 polite,14,24,45-polite-CnC,CnC,Chad_was_accidentally_tripped_by_a_little_girl.,He_gave_her_a_friendly_smile.,3,polite,Cn
62,3M1CVSFP606EGZOGXVLHW0TA88KQAK,13,21,"English","Yes",Trial14,14 52-rude-CxC CxC Ann_was_watching_a_play._ She_made_a_call_on_her_cell_phone. 7 rude,14,14,52-rude-CxC,CxC,Ann_was_watching_a_play._,She_made_a_call_on_her_cell_phone.,7,rude,Cx
121,3N4BPTXIO8TCK54JQVIB0FTVG5KKUY,14,22,"English+and+Cantonese","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,15,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
134,3EA3QWIZ4IW6EXZ6QN7PI3SG5NPITV,3,30,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,4,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
243,3ZY8KE4ISJ4Y8NRE8QCDSN7NTILVQQ,7,24,"English","Yes",Trial14,8 18-fortunate-CnD CnD Sue_had_a_backstage_pass_for_a_Beyonce_concert. She_was_kicked_out_by_a_bouncer. 2 fortunate,14,8,18-fortunate-CnD,CnD,Sue_had_a_backstage_pass_for_a_Beyonce_concert.,She_was_kicked_out_by_a_bouncer.,2,fortunate,Cn
28,32ZKVD547FORS8N65Y9HE3K5GYSB3Y,19,32,"English","Yes",Trial14,20 17-fortunate-CnD CnD Sue_was_visiting_New_York. She_shared_a_room_in_a_seedy_hostel. 5 fortunate,14,20,17-fortunate-CnD,CnD,Sue_was_visiting_New_York.,She_shared_a_room_in_a_seedy_hostel.,5,fortunate,Cn
165,3JJVG1YBEBYU6NAAJHXAT0IPUUJB5O,16,30,"English","Yes",Trial14,17 37-foolish-CnC CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 7 foolish,14,17,37-foolish-CnC,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,7,foolish,Cn
87,3I3WADAZ9Q5EPHZJNM2WZKIO1T2O55,21,31,"English","Yes",Trial14,22 25-lucky-CnC CnC Eve_didn't_hear_her_alarm_clock_this_morning. She_was_on_vacation. 1 lucky,14,22,25-lucky-CnC,CnC,Eve_didn't_hear_her_alarm_clock_this_morning.,She_was_on_vacation.,1,lucky,Cn
225,3VSOLARPKBA84F897EVLNXPFSYP39G,23,30,"english","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,24,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
259,39PAAFCODM1B03J6PU68XSIADPKVT4,22,22,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,23,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
233,3STRJBFXOWSXKSPUQQS1VJ7TXRDKT7,11,48,"English","Yes",Trial14,12 40-foolish-CnC CnC Kate's_favorite_shampoo_was_on_sale. She_bought_fifty_bottles. 3 foolish,14,12,40-foolish-CnC,CnC,Kate's_favorite_shampoo_was_on_sale.,She_bought_fifty_bottles.,3,foolish,Cn
263,3DY4FPOOA1PYKO6EL51DXDHSP4NVRR,13,27,"English","Yes",Trial14,14 4-smart-CxD CxD Jane_hates_keeping_track_of_time. She_bought_a_watch. 5 smart,14,14,4-smart-CxD,CxD,Jane_hates_keeping_track_of_time.,She_bought_a_watch.,5,smart,Cx
187,3MTMREQS4VJJ0WK294KNOPBWW92WAV,15,27,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,14,16,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
137,3VW6495TLJ1OLJD54BGRC8EJA85YY6,1,35,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,2,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
136,3TXMY6UCAEP29ELEH9H82VJY8B5QCM,22,28,"English","Yes",Trial14,23 39-foolish-CnC CnC Kate_went_on_a_beach_vacation. She_worked_insane_hours_every_day. 5 foolish,14,23,39-foolish-CnC,CnC,Kate_went_on_a_beach_vacation.,She_worked_insane_hours_every_day.,5,foolish,Cn
37,32VNZTT0A75ZQBNZ190QONHFCKRR4C,20,30,"english","Yes",Trial14,21 48-polite-CxD CxD Chad_heard_that_his_dog_died. He_smiled. 1 polite,14,21,48-polite-CxD,CxD,Chad_heard_that_his_dog_died.,He_smiled.,1,polite,Cx
33,3UN61F00HWQHMURZFEJ0TFNTCGMR5H,4,27,"English","Yes",Trial14,5 46-polite-CnD CnD Chad_was_standing_in_front_of_his_friend's_door. He_was_eavesdropping. 3 polite,14,5,46-polite-CnD,CnD,Chad_was_standing_in_front_of_his_friend's_door.,He_was_eavesdropping.,3,polite,Cn
251,39LOEL67OS68QAPZ2MP7N1U48S738R,21,26,"English","Yes",Trial14,22 19-brave-CxC CxC Greg_suffers_from_depression. He_admitted_it. 7 brave,14,22,19-brave-CxC,CxC,Greg_suffers_from_depression.,He_admitted_it.,7,brave,Cx
46,3EFVCAY5L3AJBORO57HU38BT4PTJ8J,13,24,"english","Yes",Trial14,14 41-foolish-CnD CnD Kate's_doctor_told_her_to_lose_weight. She_started_exercising. 1 foolish,14,14,41-foolish-CnD,CnD,Kate's_doctor_told_her_to_lose_weight.,She_started_exercising.,1,foolish,Cn
18,3T111IHZ5ER0NHTBI4WH5VSVYC5R98,17,22,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,18,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
226,32SVAV9L3FAM9YIEZK9LJS0ZYG73AV,7,58,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,8,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
54,32ZKVD547FORS8N65Y9HE3K5GYS3BQ,2,45,"English","Yes",Trial14,3 19-brave-CnC CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave,14,3,19-brave-CnC,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave,Cn
123,3180JW2OT4D0O68M79ARRO122ZSJ5H,7,28,"English","Yes",Trial14,8 24-brave-CxD CxD Greg_spent_some_days_on_the_beach_in_Hawaii. He_shared_his_story. 4 brave,14,8,24-brave-CxD,CxD,Greg_spent_some_days_on_the_beach_in_Hawaii.,He_shared_his_story.,4,brave,Cx
227,3DI28L7YXAFTP8LBSLXORIBTLBRE19,7,28,"English","Yes",Trial14,8 37-foolish-CxC CxC Kate_was_completely_broke. She_went_shopping. 7 foolish,14,8,37-foolish-CxC,CxC,Kate_was_completely_broke.,She_went_shopping.,7,foolish,Cx
23,3STRJBFXOWSXKSPUQQS1VJ7TXRETKH,18,24,"English%2FSpanish","Yes",Trial14,19 21-brave-CxD CxD Greg_was_asked_to_mow_his_neighbor's_lawn. He_took_the_job. 1 brave,14,19,21-brave-CxD,CxD,Greg_was_asked_to_mow_his_neighbor's_lawn.,He_took_the_job.,1,brave,Cx
135,3A1COHJ8NJWNKIWYH7E9RVVERXP8H3,1,22,"English","Yes",Trial14,2 14-fortunate-CnD CnD Sue_just_bought_a_new_car. She_hit_a_deer. 1 fortunate,14,2,14-fortunate-CnD,CnD,Sue_just_bought_a_new_car.,She_hit_a_deer.,1,fortunate,Cn
106,3KRVW3HTZNMRVGCIM20R0R3BKDUSMV,21,48,"English","Yes",Trial14,22 56-mean-CnC CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 7 mean,14,22,56-mean-CnC,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,7,mean,Cn
124,39O5D9O87TTA2DFCJY5CPNQNYJS3CX,1,23,"English","Yes",Trial14,2 60-mean-CxC CxC Jack_didn't_want_to_wait_his_turn. He_cut_the_line. 7 mean,14,2,60-mean-CxC,CxC,Jack_didn't_want_to_wait_his_turn.,He_cut_the_line.,7,mean,Cx
81,30MVJZJNHMEJPTAYAZN83464OVBJ98,14,32,"English","Yes",Trial14,15 31-wise-CxC CxC Paul_bought_an_expensive_TV. He_asked_about_the_return_policy. 7 wise,14,15,31-wise-CxC,CxC,Paul_bought_an_expensive_TV.,He_asked_about_the_return_policy.,7,wise,Cx
49,3P1L2B7AD1QSR624F9I3G9ELNJ2LOQ,7,49,"english","Yes",Trial14,8 3-smart-CnC CnC Jane_was_applying_for_a_job._ She_updated_her_resume. 6 smart,14,8,3-smart-CnC,CnC,Jane_was_applying_for_a_job._,She_updated_her_resume.,6,smart,Cn
125,3X08E93BHVJKJFTTS9Q7AQAXCOJ66E,21,27,"english","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,22,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
102,3RSDURM96ANQFEWE4A4X55M3SWZYEQ,13,22,"English","Yes",Trial14,14 43-polite-CnD CnD Chad_was_visiting_his_grandmother. He_insulted_her_caretaker. 1 polite,14,14,43-polite-CnD,CnD,Chad_was_visiting_his_grandmother.,He_insulted_her_caretaker.,1,polite,Cn
244,3ZOTGHDK5ICFVJXUZIF4SVSGFD9SOA,2,22,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,3,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
169,308XBLVESI5JBA88GOADW1NLMC8RBI,0,33,"English","Yes",Trial14,1 2-smart-CxD CxD Jane_was_prank-calling_people. She_called_the_police. 2 smart,14,1,2-smart-CxD,CxD,Jane_was_prank-calling_people.,She_called_the_police.,2,smart,Cx
160,37QW5D2ZRGNCARAES1Q8V92G0868SO,20,25,"English","Yes",Trial14,21 23-brave-CxC CxC Greg_had_to_travel_through_Iraq_alone. He_made_the_trip. 6 brave,14,21,23-brave-CxC,CxC,Greg_had_to_travel_through_Iraq_alone.,He_made_the_trip.,6,brave,Cx
180,36NEMU28XFEK2XTR67ASXG6WQQRWMF,0,22,"english","Yes",Trial14,1 11-stupid-CxD CxD Zack_was_at_a_steak_house. He_ordered_a_steak. 1 stupid,14,1,11-stupid-CxD,CxD,Zack_was_at_a_steak_house.,He_ordered_a_steak.,1,stupid,Cx
3,3KB8R4ZV1E8SMKZU0DG1XX9EK3XBG6,3,39,"english","Yes",Trial14,4 5-smart-CnD CnD Jane's_computer_was_hacked. She_kept_using_the_same_passwords. 1 smart,14,4,5-smart-CnD,CnD,Jane's_computer_was_hacked.,She_kept_using_the_same_passwords.,1,smart,Cn
220,3H0W84IWBK3HIDKSQFC3X9T6P9LREI,13,22,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,14,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
85,3WQQ9FUS6AVDT5TCHF4D5KSGWKKB8Q,19,39,"English","Yes",Trial14,20 24-brave-CnC CnC Greg_was_attacked_last_year. He_faced_his_attacker_in_court. 7 brave,14,20,24-brave-CnC,CnC,Greg_was_attacked_last_year.,He_faced_his_attacker_in_court.,7,brave,Cn
253,3X1FV8S5JXS7VYX05U71Y93LNVDGVH,23,26,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,24,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
98,31QTRG6Q2TEUC5L4DOK8ZHL7631YPB,15,21,"English","Yes",Trial14,16 4-smart-CnC CnC Jane_was_baby-sitting_for_her_sister. She_kept_an_eye_on_the_baby_at_all_times. 7 smart,14,16,4-smart-CnC,CnC,Jane_was_baby-sitting_for_her_sister.,She_kept_an_eye_on_the_baby_at_all_times.,7,smart,Cn
40,3X87C8JFV6CIGVAAEV78H0NGUERSQI,1,29,"English","Yes",Trial14,2 14-fortunate-CnD CnD Sue_just_bought_a_new_car. She_hit_a_deer. 1 fortunate,14,2,14-fortunate-CnD,CnD,Sue_just_bought_a_new_car.,She_hit_a_deer.,1,fortunate,Cn
64,3VJ40NV2QIOGAJA9OIKU20O2HWOTO1,9,46,"English","Yes",Trial14,10 49-rude-CnC CnC Ann_was_angry_at_her_sister_Carol. She_yelled_at_Carol. 4 rude,14,10,49-rude-CnC,CnC,Ann_was_angry_at_her_sister_Carol.,She_yelled_at_Carol.,4,rude,Cn
222,3TS1AR6UQQFZ6809CCY3AAN60Y77FI,22,29,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,23,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
53,3TPZPLC3M0DTW2OGO3RI9NPUX273PB,20,32,"English","Yes",Trial14,21 48-polite-CxD CxD Chad_heard_that_his_dog_died. He_smiled. 3 polite,14,21,48-polite-CxD,CxD,Chad_heard_that_his_dog_died.,He_smiled.,3,polite,Cx
16,3BGYGHDBBXL8JDRRI521U0C9GEG22D,21,29,"English","Yes",Trial14,22 56-mean-CnC CnC Jack_saw_a_hungry_dog. He_pretended_to_have_food_for_him. 7 mean,14,22,56-mean-CnC,CnC,Jack_saw_a_hungry_dog.,He_pretended_to_have_food_for_him.,7,mean,Cn
176,3Z7ISHFUH0W9B3WSNTKGR2ZJNN68ZT,20,22,"English","Yes",Trial14,21 40-foolish-CnD CnD Kate's_favorite_shampoo_was_on_sale. She_bought_two_bottles. 1 foolish,14,21,40-foolish-CnD,CnD,Kate's_favorite_shampoo_was_on_sale.,She_bought_two_bottles.,1,foolish,Cn
108,3QEMNNSB2X028OMDL63DMAKLOLR7D7,12,60,"English","Yes",Trial14,13 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 7 foolish,14,13,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,7,foolish,Cn
190,345LHZDEDXT6O7WC5PQCJTCT5JZ3U7,23,42,"english","Yes",Trial14,24 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 5 smart,14,24,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,5,smart,Cx
56,3Z4XG4ZF48SK68WDMBWVUHJ8FN88XW,21,32,"English","Yes",Trial14,filler filler1No na Ross_graduated_from_college_yesterday. He_was_an_excellent_student. 1 true,14,22,filler1No,na,Ross_graduated_from_college_yesterday.,He_was_an_excellent_student.,1,true,na
45,3TVSS0C0E11OFSJBF4B4JU1OKYNWTG,14,27,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,15,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
202,3SEPORI8WN0NURP7KR4UNT5EDB6ZAO,16,27,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,17,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
119,33LKR6A5KELVER38IGMJQ4BUOLF1TN,20,30,"English","Yes",Trial14,21 59-mean-CnC CnC Jack_bumped_his_shopping_cart_into_a_woman. He_laughed_when_she_cried. 7 mean,14,21,59-mean-CnC,CnC,Jack_bumped_his_shopping_cart_into_a_woman.,He_laughed_when_she_cried.,7,mean,Cn
172,3OUYGIZWR7ZXFAPJ5G9Z7PRNUQNP02,1,20,"English","Yes",Trial14,2 10-stupid-CxD CxD Zack_was_drinking_a_glass_of_wine. He_took_a_sip. 1 stupid,14,2,10-stupid-CxD,CxD,Zack_was_drinking_a_glass_of_wine.,He_took_a_sip.,1,stupid,Cx
34,3L4D84MILZTC4ZSH8BB0GL4S78JJHY,18,26,"english","Yes",Trial14,19 5-smart-CxC CxC Jane_went_on_a_hike. She_brought_a_snack. 7 smart,14,19,5-smart-CxC,CxC,Jane_went_on_a_hike.,She_brought_a_snack.,7,smart,Cx
223,34BBWHLWHACY6E30LSC05NZF9H7IWL,18,31,"English","Yes",Trial14,19 18-fortunate-CxC CxC Sue_needed_to_get_some_rest. She_fell_asleep. 5 fortunate,14,19,18-fortunate-CxC,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,5,fortunate,Cx
116,36W0OB37HWF24EXLQXEM4FSIQ6WZHZ,5,57,"english","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 1 true,14,6,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,1,true,na
139,3PZDLQMM0TMLHVJTFYR76DLVS5SC2V,18,33,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,19,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
260,3BEFOD78W6U8TVA7W1492ON56XSM4J,9,33,"ENLISH","Yes",Trial14,10 47-polite-CxC CxC Chad_was_driving_very_slowly. He_moved_to_the_right. 7 polite,14,10,47-polite-CxC,CxC,Chad_was_driving_very_slowly.,He_moved_to_the_right.,7,polite,Cx
110,3X0H8UUIT1PN0S6WQ46E9P52IF8SWM,9,21,"English","Yes",Trial14,10 1-smart-CnC CnC Jane_wanted_to_get_a_good_job. She_got_her_high_school_degree. 7 smart,14,10,1-smart-CnC,CnC,Jane_wanted_to_get_a_good_job.,She_got_her_high_school_degree.,7,smart,Cn
257,3NAPMVF0ZWGF5EOXOHJWQRTHRU227T,23,30,"English","Yes",Trial14,24 12-stupid-CnD CnD Zack_inherited_a_lot_of_money. He_invested_it.__ 3 stupid,14,24,12-stupid-CnD,CnD,Zack_inherited_a_lot_of_money.,He_invested_it.__,3,stupid,Cn
90,3DY4FPOOA1PYKO6EL51DXDHSP4ORVO,18,40,"english","Yes",Trial14,19 5-smart-CxC CxC Jane_went_on_a_hike. She_brought_a_snack. 5 smart,14,19,5-smart-CxC,CxC,Jane_went_on_a_hike.,She_brought_a_snack.,5,smart,Cx
15,3B3WTRP3DB3JJXCQ3EHG4NKNMKP92B,14,20,"English","Yes",Trial14,15 2-smart-CnD CnD Jane_was_arrested_for_fraud. She_had_incriminating_documents_in_her_briefcase. 1 smart,14,15,2-smart-CnD,CnD,Jane_was_arrested_for_fraud.,She_had_incriminating_documents_in_her_briefcase.,1,smart,Cn
158,3CN4LGXD5XP8NCZLF4SKWJACF75Y4K,13,20,"English","Yes",Trial14,14 29-lucky-CnC CnC Eve_wanted_to_be_a_model. She_had_beautiful_skin. 6 lucky,14,14,29-lucky-CnC,CnC,Eve_wanted_to_be_a_model.,She_had_beautiful_skin.,6,lucky,Cn
22,33F859I566E6MGU5KJYJIXLFZ3AHBB,14,27,"english","Yes",Trial14,15 30-lucky-CxD CxD Eve_was_the_best_student_in_this_class. She_got_a_B. 1 lucky,14,15,30-lucky-CxD,CxD,Eve_was_the_best_student_in_this_class.,She_got_a_B.,1,lucky,Cx
32,3KKG4CDWKIZTMBRD7S04X2HL6YL947,22,23,"English","Yes",Trial14,23 17-fortunate-CnC CnC Sue_was_visiting_New_York. She_stayed_at_the_Ritz-Carlton. 4 fortunate,14,23,17-fortunate-CnC,CnC,Sue_was_visiting_New_York.,She_stayed_at_the_Ritz-Carlton.,4,fortunate,Cn
55,3YMTUJH0DSHC6Q0R5Y5LO2IX05P4T3,18,25,"english","Yes",Trial14,19 41-foolish-CxC CxC Kate_has_problems_with_her_feet. She_wore_high_heels. 5 foolish,14,19,41-foolish-CxC,CxC,Kate_has_problems_with_her_feet.,She_wore_high_heels.,5,foolish,Cx
208,3AAPLD8UCCI6I2OMK5P4IRR15AATHD,22,24,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,23,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
60,3L70J4KAZGNKRQKBS9FXW1MBPTXAD1,0,22,"English","Yes",Trial14,1 25-lucky-CxC CxC Eve_thought_she_saw_her_father_drown. She_was_just_hallucinating. 1 lucky,14,1,25-lucky-CxC,CxC,Eve_thought_she_saw_her_father_drown.,She_was_just_hallucinating.,1,lucky,Cx
63,3OVR4I9USPKZEA8ZOUBQJX7AGYQ4QP,21,27,"English","Yes",Trial14,22 6-smart-CnC CnC Jane_parked_her_car. She_turned_off_the_lights. 7 smart,14,22,6-smart-CnC,CnC,Jane_parked_her_car.,She_turned_off_the_lights.,7,smart,Cn
154,34HJIJKLP5XRJI4GAT50PK6IXQ54VJ,7,26,"English","Yes",Trial14,8 55-mean-CnC CnC Jack_walked_past_an_old_man_with_a_cane. He_pushed_the_man. 6 mean,14,8,55-mean-CnC,CnC,Jack_walked_past_an_old_man_with_a_cane.,He_pushed_the_man.,6,mean,Cn
211,36PW28KO4ZXPJWYBO4QH2J4WP5YAEU,18,30,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,19,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
111,32VNZTT0A75ZQBNZ190QONHFCKS4RQ,23,30,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,24,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
65,3GGAI1SQEVZBOZNMPGARLMZTYA9MCW,12,30,"english","Yes",Trial14,13 14-fortunate-CxC CxC Sue_needed_to_cut_some_bread. She_had_a_sharp_knife_in_her_purse. 5 fortunate,14,13,14-fortunate-CxC,CxC,Sue_needed_to_cut_some_bread.,She_had_a_sharp_knife_in_her_purse.,5,fortunate,Cx
217,3TXD01ZLD4IR63FG53VVTY4ZJJW4UU,17,35,"english","Yes",Trial14,18 42-foolish-CxC CxC Kate_can't_swim. She_jumped_into_the_water. 6 foolish,14,18,42-foolish-CxC,CxC,Kate_can't_swim.,She_jumped_into_the_water.,6,foolish,Cx
156,378XPAWRUCE1Z10XKNG8NY2OHY5AI3,18,47,"English","Yes",Trial14,19 50-rude-CnC CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 6 rude,14,19,50-rude-CnC,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,6,rude,Cn
170,3TPZPLC3M0DTW2OGO3RI9NPUX27P3X,12,29,"English","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 7 true,14,13,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,7,true,na
163,37Q970SNZE9UZRQTTGHTGZF8M20S1O,21,23,"english","Yes",Trial14,22 9-stupid-CnD CnD Zack_discovered_that_his_girlfriend_was_cheating. He_broke_up_with_her. 1 stupid,14,22,9-stupid-CnD,CnD,Zack_discovered_that_his_girlfriend_was_cheating.,He_broke_up_with_her.,1,stupid,Cn
20,3HYA4D452RKSK73360H8EJ6YPIL2FX,12,30,"English","Yes",Trial14,filler filler1No na Claire_was_knitting_a_sweater. She_was_using_red_yarn. 3 true,14,13,filler1No,na,Claire_was_knitting_a_sweater.,She_was_using_red_yarn.,3,true,na
153,31T4R4OBOSHS3WGZLA8224233LEC7B,5,26,"English","Yes",Trial14,filler filler2Yes na Liv_was_having_a_birthday_party. She_bought_a_cake_for_her_party. 7 true,14,6,filler2Yes,na,Liv_was_having_a_birthday_party.,She_bought_a_cake_for_her_party.,7,true,na
41,3RKNTXVS3MZ7RU1IZYE4TXS5CG4A4O,0,33,"English","Yes",Trial14,1 2-smart-CxD CxD Jane_was_prank-calling_people. She_called_the_police. 1 smart,14,1,2-smart-CxD,CxD,Jane_was_prank-calling_people.,She_called_the_police.,1,smart,Cx
47,3R2PKQ87NW92129MHQ6DWPXOBFTMIY,8,19,"English","Yes",Trial14,9 36-wise-CxC CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 7 wise,14,9,36-wise-CxC,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,7,wise,Cx
80,3Z2R0DQ0JHF0ET37BPX2W1LYDH62EF,15,38,"english","Yes",Trial14,filler filler1Yes na Earl_worked_in_London_last_year. He_was_a_teacher_at_a_private_school. 5 true,14,16,filler1Yes,na,Earl_worked_in_London_last_year.,He_was_a_teacher_at_a_private_school.,5,true,na
204,3R8YZBNQ9HJWXXQIQS9XM9RK70G7QC,21,42,"English","Yes",Trial14,22 36-wise-CnD CnD Paul_had_the_flu. He_went_to_work. 1 wise,14,22,36-wise-CnD,CnD,Paul_had_the_flu.,He_went_to_work.,1,wise,Cn
127,3L4D84MILZTC4ZSH8BB0GL4S78JHJW,3,26,"English","Yes",Trial14,4 16-fortunate-CxD CxD Sue_lives_with_two_big_dogs. She_had_a_tiny_apartment. 1 fortunate,14,4,16-fortunate-CxD,CxD,Sue_lives_with_two_big_dogs.,She_had_a_tiny_apartment.,1,fortunate,Cx
265,3WETL7AQWT9P3S6X4OI4BHKD62753S,4,37,"english","Yes",Trial14,5 41-foolish-CxD CxD Kate_was_invited_to_a_formal_dinner. She_wore_high_heels. 3 foolish,14,5,41-foolish-CxD,CxD,Kate_was_invited_to_a_formal_dinner.,She_wore_high_heels.,3,foolish,Cx
185,3TDXMTX3CBV0CZOUUAZW7T02LFE6I8,19,34,"English","Yes",Trial14,20 54-rude-CxC CxC Ann_was_eating_at_a_fancy_restaurant. She_spoke_very_loudly. 5 rude,14,20,54-rude-CxC,CxC,Ann_was_eating_at_a_fancy_restaurant.,She_spoke_very_loudly.,5,rude,Cx
240,3DY46V3X3PJSH7T1I76XQEIXKYY55I,4,22,"English","Yes",Trial14,5 2-smart-CxC CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 7 smart,14,5,2-smart-CxC,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,7,smart,Cx
150,3V26SBZTBDFOVZXFWJKT4MWNMWDZZP,8,21,"English","Yes",Trial14,9 1-smart-CxD CxD Jane's_neighbor_complained_about_the_loud_music. She_turned_up_the_volume. 1 smart,14,9,1-smart-CxD,CxD,Jane's_neighbor_complained_about_the_loud_music.,She_turned_up_the_volume.,1,smart,Cx
71,3KKG4CDWKIZTMBRD7S04X2HL6YL492,4,20,"English","Yes",Trial14,5 2-smart-CxC CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 5 smart,14,5,2-smart-CxC,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,5,smart,Cx
218,3ZPPDN2SLVXBEDO6WYCH6OTCJNF9ED,6,26,"English","Yes",Trial14,7 5-smart-CxD CxD Jane_went_to_a_pizzeria. She_brought_a_snack. 3 smart,14,7,5-smart-CxD,CxD,Jane_went_to_a_pizzeria.,She_brought_a_snack.,3,smart,Cx
